"","Date","Decimal.median.time","Hours","Month","Year","Block","Zone","Skipper","SST","Fraction.moon.illuminated","Fishing.pressure.all.years","NumberCaught","Method","Target","response","log.NumberCaught","Location","log.Hours"
"21","2/07/2006",11.75,1.5,7,2006,164214,1,"E",25.57,0.36,131,46,"TL","Spanish",0,3.85014760171006,"All",0.916290731874155
"22","2/07/2006",16.88,1.75,7,2006,164214,1,"E",25.57,0.36,131,49,"TL","Spanish",0,3.91202300542815,"All",1.01160091167848
"23","3/07/2006",5.88,1.75,7,2006,163213,1,"E",25.7,0.45,304,77,"TL","Spanish",0,4.35670882668959,"All",1.01160091167848
"24","3/07/2006",10.75,1.5,7,2006,163211,1,"E",25.96,0.45,48,39,"TL","Spanish",0,3.68887945411394,"All",0.916290731874155
"25","3/07/2006",16.88,1.75,7,2006,164214,1,"E",25.7,0.45,131,127,"TL","Spanish",0,4.85203026391962,"All",1.01160091167848
"26","4/07/2006",5.63,1.25,7,2006,164214,1,"E",25.89,0.55,131,33,"TL","Spanish",0,3.52636052461616,"All",0.810930216216329
"27","4/07/2006",12.75,1.5,7,2006,163211,1,"E",26.13,0.55,48,19,"TL","Spanish",0,2.99573227355399,"All",0.916290731874155
"28","4/07/2006",16.88,1.75,7,2006,164214,1,"E",25.89,0.55,131,38,"TL","Spanish",0,3.66356164612965,"All",1.01160091167848
"29","5/07/2006",16.88,1.75,7,2006,164215,1,"E",25.925,0.64,68,34,"TL","Spanish",0,3.55534806148941,"All",1.01160091167848
"30","6/07/2006",16.88,1.75,7,2006,170215,1,"E",25.4175,0.73,130,37,"TL","Spanish",0,3.63758615972639,"All",1.01160091167848
"31","7/07/2006",16.88,1.75,7,2006,165213,1,"E",26.15,0.82,118,24,"TL","Spanish",0,3.2188758248682,"All",1.01160091167848
"32","8/07/2006",5.88,1.75,7,2006,165213,1,"E",26.345,0.89,118,120,"TL","Spanish",0,4.79579054559674,"All",1.01160091167848
"33","8/07/2006",9.75,1.5,7,2006,163213,1,"E",26.4,0.89,304,14,"TL","Spanish",0,2.70805020110221,"All",0.916290731874155
"34","8/07/2006",13.5,1,7,2006,164214,1,"E",26.4,0.89,131,6,"TL","Spanish",0,1.94591014905531,"All",0.693147180559945
"35","8/07/2006",16.88,1.75,7,2006,165214,1,"E",26.345,0.89,30,72,"TL","Spanish",0,4.29045944114839,"All",1.01160091167848
"36","9/07/2006",5.88,1.75,7,2006,153222,1,"E",26.84,0.95,226,82,"TL","Spanish",0,4.4188406077966,"All",1.01160091167848
"37","9/07/2006",10.5,1,7,2006,152220,1,"E",26.88,0.95,190,19,"TL","Spanish",0,2.99573227355399,"All",0.693147180559945
"38","9/07/2006",14.5,1,7,2006,152215,1,"E",26.825,0.95,224,30,"TL","Spanish",0,3.43398720448515,"All",0.693147180559945
"39","9/07/2006",16.88,1.75,7,2006,152215,1,"E",26.825,0.95,224,25,"TL","Spanish",0,3.25809653802148,"All",1.01160091167848
"40","10/07/2006",6.25,2.5,7,2006,135253,1,"J",25.34,0.99,801,99,"TL","Spanish",0,4.60517018598809,"All",1.25276296849537
"41","10/07/2006",5.88,1.75,7,2006,153222,1,"E",26.77,0.99,226,60,"TL","Spanish",0,4.11087386417331,"All",1.01160091167848
"42","10/07/2006",13,2,7,2006,155220,1,"E",26.8,0.99,248,73,"TL","Spanish",0,4.30406509320417,"All",1.09861228866811
"43","10/07/2006",16.88,1.75,7,2006,155220,1,"E",26.775,0.99,248,56,"TL","Spanish",0,4.04305126783455,"All",1.01160091167848
"44","11/07/2006",6.25,2.5,7,2006,135253,1,"J",25.395,1,801,61,"TL","Spanish",0,4.12713438504509,"All",1.25276296849537
"45","11/07/2006",15,2,7,2006,131254,1,"J",26.04,1,355,21,"TL","Spanish",0,3.09104245335832,"All",1.09861228866811
"46","11/07/2006",5.88,1.75,7,2006,155221,1,"E",26.13,1,78,54,"TL","Spanish",0,4.00733318523247,"All",1.01160091167848
"47","11/07/2006",9.5,1,7,2006,160221,1,"E",26.16,1,133,15,"TL","Spanish",0,2.77258872223978,"All",0.693147180559945
"48","11/07/2006",14.75,1.5,7,2006,160221,1,"E",26.16,1,133,86,"TL","Spanish",0,4.46590811865458,"All",0.916290731874155
"49","12/07/2006",7,2,7,2006,125260,1,"J",26.0125,0.98,77,38,"TL","Spanish",0,3.66356164612965,"All",1.09861228866811
"50","12/07/2006",11,2,7,2006,124260,1,"J",26.085,0.98,33,26,"TL","Spanish",0,3.29583686600433,"All",1.09861228866811
"51","12/07/2006",16.25,2.5,7,2006,123260,1,"J",26.085,0.98,107,50,"TL","Spanish",0,3.93182563272433,"All",1.25276296849537
"52","13/07/2006",5.5,1,7,2006,125260,1,"J",25.965,0.94,77,21,"TL","Spanish",0,3.09104245335832,"All",0.693147180559945
"53","13/07/2006",17.25,0.5,7,2006,180210,1,"E",24.9375,0.94,4,2,"TL","Spanish",0,1.09861228866811,"All",0.405465108108164
"54","14/07/2006",6.5,3,7,2006,135253,1,"J",25.285,0.88,801,9,"TL","Spanish",0,2.30258509299405,"All",1.38629436111989
"55","14/07/2006",12.25,2.5,7,2006,135253,1,"J",25.285,0.88,801,12,"TL","Spanish",0,2.56494935746154,"All",1.25276296849537
"56","14/07/2006",16.25,2.5,7,2006,135253,1,"J",25.285,0.88,801,15,"TL","Spanish",0,2.77258872223978,"All",1.25276296849537
"57","15/07/2006",5.75,1.5,7,2006,135253,1,"J",25.1,0.79,801,3,"TL","Spanish",0,1.38629436111989,"All",0.916290731874155
"58","15/07/2006",16,2,7,2006,140251,1,"J",25.575,0.79,752,49,"TL","Spanish",0,3.91202300542815,"All",1.09861228866811
"59","15/07/2006",16.88,1.75,7,2006,183213,1,"E",23.34,0.79,140,129,"TL","Spanish",0,4.86753445045558,"All",1.01160091167848
"60","16/07/2006",16.25,2.5,7,2006,140251,1,"J",24.715,0.68,752,51,"TL","Spanish",0,3.95124371858143,"All",1.25276296849537
"61","16/07/2006",16.88,1.75,7,2006,183213,1,"E",22.8,0.68,140,104,"TL","Spanish",0,4.65396035015752,"All",1.01160091167848
"62","17/07/2006",16.5,3,7,2006,140251,1,"J",24.185,0.57,752,29,"TL","Spanish",0,3.40119738166216,"All",1.38629436111989
"63","17/07/2006",16.88,1.75,7,2006,184211,1,"E",23.09,0.57,52,53,"TL","Spanish",0,3.98898404656427,"All",1.01160091167848
"64","18/07/2006",16.75,1.5,7,2006,163213,1,"E",24.2,0.46,304,84,"TL","Spanish",0,4.44265125649032,"All",0.916290731874155
"65","19/07/2006",16.75,1.5,7,2006,145242,1,"J",25.675,0.35,242,28,"TL","Spanish",0,3.36729582998647,"All",0.916290731874155
"66","19/07/2006",16.88,1.75,7,2006,163213,1,"E",24.18,0.35,304,23,"TL","Spanish",0,3.17805383034795,"All",1.01160091167848
"67","20/07/2006",7.25,0.5,7,2006,145242,1,"J",25.33,0.25,242,0,"TL","Spanish",0,0,"All",0.405465108108164
"68","20/07/2006",12.75,1.5,7,2006,145242,1,"J",25.33,0.25,242,20,"TL","Spanish",0,3.04452243772342,"All",0.916290731874155
"69","20/07/2006",16.75,1.5,7,2006,145242,1,"J",25.33,0.25,242,4,"TL","Spanish",0,1.6094379124341,"All",0.916290731874155
"70","20/07/2006",6,2,7,2006,163213,1,"E",24.11,0.25,304,126,"TL","Spanish",0,4.84418708645859,"All",1.09861228866811
"71","20/07/2006",9.5,1,7,2006,164214,1,"E",24.11,0.25,131,17,"TL","Spanish",0,2.89037175789616,"All",0.693147180559945
"72","20/07/2006",13,2,7,2006,164215,1,"E",24.025,0.25,68,57,"TL","Spanish",0,4.06044301054642,"All",1.09861228866811
"73","20/07/2006",16.88,1.75,7,2006,164214,1,"E",24.11,0.25,131,76,"TL","Spanish",0,4.34380542185368,"All",1.01160091167848
"74","21/07/2006",6,2,7,2006,165213,1,"E",24.285,0.16,118,170,"TL","Spanish",0,5.14166355650266,"All",1.09861228866811
"75","21/07/2006",13,2,7,2006,164214,1,"E",24.4,0.16,131,102,"TL","Spanish",0,4.63472898822964,"All",1.09861228866811
"76","21/07/2006",16.88,1.75,7,2006,164214,1,"E",24.4,0.16,131,56,"TL","Spanish",0,4.04305126783455,"All",1.01160091167848
"77","22/07/2006",6.25,2.5,7,2006,145240,1,"J",25.6375,0.09,92,125,"TL","Spanish",0,4.83628190695148,"All",1.25276296849537
"78","22/07/2006",16.5,3,7,2006,145240,1,"J",25.6375,0.09,92,21,"TL","Spanish",0,3.09104245335832,"All",1.38629436111989
"79","22/07/2006",6,2,7,2006,165213,1,"E",24.475,0.09,118,95,"TL","Spanish",0,4.56434819146784,"All",1.09861228866811
"80","22/07/2006",16.88,1.75,7,2006,165213,1,"E",24.475,0.09,118,137,"TL","Spanish",0,4.92725368515721,"All",1.01160091167848
"81","23/07/2006",7,2,7,2006,151241,1,"J",25.26,0.04,73,64,"TL","Spanish",0,4.17438726989564,"All",1.09861228866811
"82","23/07/2006",11.5,1,7,2006,145242,1,"J",25.635,0.04,242,5,"TL","Spanish",0,1.79175946922805,"All",0.693147180559945
"83","23/07/2006",16.25,2.5,7,2006,145242,1,"J",25.635,0.04,242,70,"TL","Spanish",0,4.26267987704132,"All",1.25276296849537
"84","23/07/2006",16.88,1.75,7,2006,170215,1,"E",24.3525,0.04,130,118,"TL","Spanish",0,4.77912349311153,"All",1.01160091167848
"85","24/07/2006",6.25,2.5,7,2006,145242,1,"J",25.815,0.01,242,8,"TL","Spanish",0,2.19722457733622,"All",1.25276296849537
"86","24/07/2006",11,2,7,2006,151241,1,"J",25.42,0.01,73,9,"TL","Spanish",0,2.30258509299405,"All",1.09861228866811
"87","24/07/2006",16.5,3,7,2006,145240,1,"J",25.8,0.01,92,29,"TL","Spanish",0,3.40119738166216,"All",1.38629436111989
"88","24/07/2006",16.88,1.75,7,2006,180212,1,"E",24.125,0.01,188,20,"TL","Spanish",0,3.04452243772342,"All",1.01160091167848
"89","25/07/2006",6.25,2.5,7,2006,153230,1,"J",25.625,0,46,69,"TL","Spanish",0,4.24849524204936,"All",1.25276296849537
"90","25/07/2006",16.25,2.5,7,2006,153230,1,"J",25.625,0,46,16,"TL","Spanish",0,2.83321334405622,"All",1.25276296849537
"91","25/07/2006",6,2,7,2006,165213,1,"E",24.84,0,118,126,"TL","Spanish",0,4.84418708645859,"All",1.09861228866811
"92","25/07/2006",10,2,7,2006,164214,1,"E",24.97,0,131,184,"TL","Spanish",0,5.22035582507832,"All",1.09861228866811
"93","25/07/2006",16.88,1.75,7,2006,164214,1,"E",24.97,0,131,4,"TL","Spanish",0,1.6094379124341,"All",1.01160091167848
"94","26/07/2006",6.25,2.5,7,2006,153225,1,"J",25.745,0.01,91,94,"TL","Spanish",0,4.55387689160054,"All",1.25276296849537
"95","26/07/2006",16.5,3,7,2006,153225,1,"J",25.745,0.01,91,160,"TL","Spanish",0,5.08140436498446,"All",1.38629436111989
"96","26/07/2006",6,2,7,2006,163213,1,"E",25.04,0.01,304,147,"TL","Spanish",0,4.99721227376411,"All",1.09861228866811
"97","26/07/2006",11,2,7,2006,164214,1,"E",25.04,0.01,131,86,"TL","Spanish",0,4.46590811865458,"All",1.09861228866811
"98","26/07/2006",16.88,1.75,7,2006,165213,1,"E",24.905,0.01,118,38,"TL","Spanish",0,3.66356164612965,"All",1.01160091167848
"99","27/07/2006",6.25,2.5,7,2006,153225,1,"J",25.71,0.04,91,64,"TL","Spanish",0,4.17438726989564,"All",1.25276296849537
"100","27/07/2006",16.5,3,7,2006,153225,1,"J",25.71,0.04,91,115,"TL","Spanish",0,4.75359019110636,"All",1.38629436111989
"101","27/07/2006",6,2,7,2006,163213,1,"E",25.07,0.04,304,147,"TL","Spanish",0,4.99721227376411,"All",1.09861228866811
"102","27/07/2006",12.25,0.5,7,2006,163211,1,"E",25.23,0.04,48,20,"TL","Spanish",0,3.04452243772342,"All",0.405465108108164
"103","28/07/2006",6.25,2.5,7,2006,153225,1,"J",25.73,0.08,91,28,"TL","Spanish",0,3.36729582998647,"All",1.25276296849537
"104","28/07/2006",16.5,3,7,2006,153225,1,"J",25.73,0.08,91,127,"TL","Spanish",0,4.85203026391962,"All",1.38629436111989
"105","29/07/2006",16.5,3,7,2006,153225,1,"J",25.68,0.14,91,9,"TL","Spanish",0,2.30258509299405,"All",1.38629436111989
"106","30/07/2006",5.5,1,7,2006,155232,1,"J",25.395,0.21,4,7,"TL","Spanish",0,2.07944154167984,"All",0.693147180559945
"107","30/07/2006",16.5,3,7,2006,155232,1,"J",25.395,0.21,4,0,"TL","Spanish",0,0,"All",1.38629436111989
"108","31/07/2006",16.5,3,7,2006,154232,1,"J",25.6,0.3,41,17,"TL","Spanish",0,2.89037175789616,"All",1.38629436111989
"109","1/08/2006",6.25,2.5,8,2006,154232,1,"J",25.91,0.39,41,37,"TL","Spanish",0,3.63758615972639,"All",1.25276296849537
"110","1/08/2006",16.5,3,8,2006,154232,1,"J",25.91,0.39,41,36,"TL","Spanish",0,3.61091791264422,"All",1.38629436111989
"111","1/08/2006",5.88,1.75,8,2006,165213,1,"D",25.025,0.39,118,106,"TL","Spanish",0,4.67282883446191,"All",1.01160091167848
"112","1/08/2006",12.75,1.5,8,2006,164213,1,"D",25.14,0.39,12,112,"TL","Spanish",0,4.72738781871234,"All",0.916290731874155
"113","1/08/2006",16.75,1.5,8,2006,164213,1,"D",25.14,0.39,12,48,"TL","Spanish",0,3.89182029811063,"All",0.916290731874155
"114","2/08/2006",6.25,2.5,8,2006,154232,1,"J",25.73,0.48,41,23,"TL","Spanish",0,3.17805383034795,"All",1.25276296849537
"115","2/08/2006",16.5,3,8,2006,154232,1,"J",25.73,0.48,41,18,"TL","Spanish",0,2.94443897916644,"All",1.38629436111989
"116","2/08/2006",5.88,1.75,8,2006,165213,1,"D",25.065,0.48,118,47,"TL","Spanish",0,3.87120101090789,"All",1.01160091167848
"117","2/08/2006",11.88,1.75,8,2006,164213,1,"D",25.15,0.48,12,13,"TL","Spanish",0,2.63905732961526,"All",1.01160091167848
"118","2/08/2006",16.88,1.75,8,2006,162215,1,"D",25.3,0.48,87,24,"TL","Spanish",0,3.2188758248682,"All",1.01160091167848
"119","3/08/2006",17.5,1,8,2006,164215,1,"D",25.005,0.58,68,32,"TL","Spanish",0,3.49650756146648,"All",0.693147180559945
"120","4/08/2006",6.25,2.5,8,2006,151241,1,"J",25.85,0.68,73,14,"TL","Spanish",0,2.70805020110221,"All",1.25276296849537
"121","4/08/2006",16.5,3,8,2006,145240,1,"J",26.45,0.68,92,68,"TL","Spanish",0,4.23410650459726,"All",1.38629436111989
"122","4/08/2006",12.75,1.5,8,2006,163223,1,"D",24.38,0.68,38,84,"TL","Spanish",0,4.44265125649032,"All",0.916290731874155
"123","4/08/2006",16.75,1.5,8,2006,163223,1,"D",24.38,0.68,38,44,"TL","Spanish",0,3.80666248977032,"All",0.916290731874155
"124","5/08/2006",6.25,2.5,8,2006,145240,1,"J",26.25,0.77,92,19,"TL","Spanish",0,2.99573227355399,"All",1.25276296849537
"125","5/08/2006",16.5,3,8,2006,145242,1,"J",26.25,0.77,242,34,"TL","Spanish",0,3.55534806148941,"All",1.38629436111989
"126","5/08/2006",5.75,1.5,8,2006,160221,1,"D",25.27,0.77,133,102,"TL","Spanish",0,4.63472898822964,"All",0.916290731874155
"127","5/08/2006",11.5,1,8,2006,160222,1,"D",25.27,0.77,106,18,"TL","Spanish",0,2.94443897916644,"All",0.693147180559945
"128","5/08/2006",16.88,1.75,8,2006,155221,1,"D",25.715,0.77,78,29,"TL","Spanish",0,3.40119738166216,"All",1.01160091167848
"129","6/08/2006",6.25,2.5,8,2006,145242,1,"J",26.005,0.86,242,12,"TL","Spanish",0,2.56494935746154,"All",1.25276296849537
"130","6/08/2006",16,2,8,2006,145244,1,"J",25.73,0.86,8,14,"TL","Spanish",0,2.70805020110221,"All",1.09861228866811
"131","6/08/2006",16.88,1.75,8,2006,163223,1,"D",24.39,0.86,38,25,"TL","Spanish",0,3.25809653802148,"All",1.01160091167848
"132","7/08/2006",5.88,1.75,8,2006,165213,1,"D",24.74,0.93,118,132,"TL","Spanish",0,4.89034912822175,"All",1.01160091167848
"133","7/08/2006",16.88,1.75,8,2006,170214,1,"D",24.545,0.93,92,133,"TL","Spanish",0,4.89783979995091,"All",1.01160091167848
"134","8/08/2006",16.88,1.75,8,2006,170214,1,"D",24.6249995,0.97,92,45,"TL","Spanish",0,3.8286413964891,"All",1.01160091167848
"135","9/08/2006",16.88,1.75,8,2006,165213,1,"D",24.965,1,118,36,"TL","Spanish",0,3.61091791264422,"All",1.01160091167848
"136","10/08/2006",6.25,2.5,8,2006,135253,1,"J",25.565,0.99,801,37,"TL","Spanish",0,3.63758615972639,"All",1.25276296849537
"137","10/08/2006",5.63,1.25,8,2006,164213,1,"D",25.37,0.99,12,32,"TL","Spanish",0,3.49650756146648,"All",0.810930216216329
"138","11/08/2006",16.25,2.5,8,2006,135253,1,"J",24.7599995,0.96,801,29,"TL","Spanish",0,3.40119738166216,"All",1.25276296849537
"139","12/08/2006",6.25,2.5,8,2006,135253,1,"J",24.6249995,0.89,801,5,"TL","Spanish",0,1.79175946922805,"All",1.25276296849537
"140","13/08/2006",6.5,3,8,2006,135253,1,"J",24.6899995,0.81,801,15,"TL","Spanish",0,2.77258872223978,"All",1.38629436111989
"141","13/08/2006",16.5,3,8,2006,135253,1,"J",24.6899995,0.81,801,44,"TL","Spanish",0,3.80666248977032,"All",1.38629436111989
"142","13/08/2006",16.75,1.5,8,2006,180212,1,"D",24.2999995,0.81,188,101,"TL","Spanish",0,4.62497281328427,"All",0.916290731874155
"143","14/08/2006",16.5,3,8,2006,140251,1,"J",25.74,0.71,752,27,"TL","Spanish",0,3.3322045101752,"All",1.38629436111989
"144","14/08/2006",6.75,1.5,8,2006,183213,1,"D",23.89,0.71,140,49,"TL","Spanish",0,3.91202300542815,"All",0.916290731874155
"145","14/08/2006",12.5,1,8,2006,184211,1,"D",24.15,0.71,52,54,"TL","Spanish",0,4.00733318523247,"All",0.693147180559945
"146","14/08/2006",16.88,1.75,8,2006,184211,1,"D",24.15,0.71,52,13,"TL","Spanish",0,2.63905732961526,"All",1.01160091167848
"147","15/08/2006",6.25,2.5,8,2006,131254,1,"J",25.33,0.6,355,23,"TL","Spanish",0,3.17805383034795,"All",1.25276296849537
"148","15/08/2006",16.5,3,8,2006,125260,1,"J",25.45,0.6,77,85,"TL","Spanish",0,4.45434729625351,"All",1.38629436111989
"149","16/08/2006",5.88,1.75,8,2006,183213,1,"D",23.74,0.49,140,136,"TL","Spanish",0,4.91998092582813,"All",1.01160091167848
"150","16/08/2006",16.88,1.75,8,2006,180212,1,"D",26.204999,0.49,188,55,"TL","Spanish",0,4.02535169073515,"All",1.01160091167848
"151","17/08/2006",16.75,1.5,8,2006,164213,1,"D",24.8,0.38,12,117,"TL","Spanish",0,4.77068462446567,"All",0.916290731874155
"152","18/08/2006",16.75,1.5,8,2006,170214,1,"D",26.5149995,0.28,92,81,"TL","Spanish",0,4.40671924726425,"All",0.916290731874155
"153","19/08/2006",6.88,1.75,8,2006,165213,1,"D",24.9699995,0.2,118,161,"TL","Spanish",0,5.08759633523238,"All",1.01160091167848
"154","19/08/2006",16.88,1.75,8,2006,164213,1,"D",25.02,0.2,12,58,"TL","Spanish",0,4.07753744390572,"All",1.01160091167848
"155","20/08/2006",5.88,1.75,8,2006,165213,1,"D",26.61,0.12,118,55,"TL","Spanish",0,4.02535169073515,"All",1.01160091167848
"156","20/08/2006",11.38,2.75,8,2006,164215,1,"D",25.569999,0.12,68,19,"TL","Spanish",0,2.99573227355399,"All",1.32175583998232
"157","20/08/2006",12.5,1,8,2006,164213,1,"D",25.07,0.12,12,19,"TL","Spanish",0,2.99573227355399,"All",0.693147180559945
"158","20/08/2006",16.88,1.75,8,2006,164213,1,"D",25.07,0.12,12,60,"TL","Spanish",0,4.11087386417331,"All",1.01160091167848
"159","21/08/2006",5.75,1.5,8,2006,162215,1,"D",25.2149995,0.07,87,71,"TL","Spanish",0,4.27666611901606,"All",0.916290731874155
"160","21/08/2006",8.5,1,8,2006,162220,1,"D",25.07,0.07,4,14,"TL","Spanish",0,2.70805020110221,"All",0.693147180559945
"161","21/08/2006",13.38,0.75,8,2006,160221,1,"D",25.1499995,0.07,133,18,"TL","Spanish",0,2.94443897916644,"All",0.559615787935423
"162","21/08/2006",16.75,1.5,8,2006,160221,1,"D",25.1499995,0.07,133,5,"TL","Spanish",0,1.79175946922805,"All",0.916290731874155
"163","22/08/2006",5.75,1.5,8,2006,152215,1,"D",25.72,0.03,224,162,"TL","Spanish",0,5.09375020080676,"All",0.916290731874155
"164","22/08/2006",16.88,1.75,8,2006,152215,1,"D",25.72,0.03,224,92,"TL","Spanish",0,4.53259949315326,"All",1.01160091167848
"165","23/08/2006",5.63,1.25,8,2006,152215,1,"D",25.715,0,224,23,"TL","Spanish",0,3.17805383034795,"All",0.810930216216329
"166","23/08/2006",16.75,1.5,8,2006,152220,1,"D",25.7549995,0,190,31,"TL","Spanish",0,3.46573590279973,"All",0.916290731874155
"167","6/09/2006",9.5,3,9,2006,123262,1,"J",26.83,0.96,93,80,"TL","Spanish",0,4.39444915467244,"All",1.38629436111989
"168","6/09/2006",15.25,2.5,9,2006,123262,1,"J",26.83,0.96,93,25,"TL","Spanish",0,3.25809653802148,"All",1.25276296849537
"169","6/09/2006",18,2,9,2006,123262,1,"J",26.83,0.96,93,60,"TL","Spanish",0,4.11087386417331,"All",1.09861228866811
"170","7/09/2006",7.25,0.5,9,2006,123260,1,"J",26.97,0.99,107,8,"TL","Spanish",0,2.19722457733622,"All",0.405465108108164
"171","7/09/2006",11,2,9,2006,125260,1,"J",26.905,0.99,77,82,"TL","Spanish",0,4.4188406077966,"All",1.09861228866811
"172","7/09/2006",17.75,3.5,9,2006,125260,1,"J",26.905,0.99,77,59,"TL","Spanish",0,4.0943445622221,"All",1.50407739677627
"173","8/09/2006",7.5,1,9,2006,135255,1,"J",26.71,1,28,9,"TL","Spanish",0,2.30258509299405,"All",0.693147180559945
"174","8/09/2006",12,2,9,2006,131254,1,"J",26.93,1,355,65,"TL","Spanish",0,4.18965474202643,"All",1.09861228866811
"175","8/09/2006",17.75,3.5,9,2006,131254,1,"J",26.93,1,355,80,"TL","Spanish",0,4.39444915467244,"All",1.50407739677627
"176","9/09/2006",8,2,9,2006,131254,1,"J",27.24,0.97,355,12,"TL","Spanish",0,2.56494935746154,"All",1.09861228866811
"177","12/09/2006",7.75,1.5,9,2006,135253,1,"J",26.199999,0.74,801,38,"TL","Spanish",0,3.66356164612965,"All",0.916290731874155
"178","12/09/2006",17.5,3,9,2006,135253,1,"J",26.199999,0.74,801,20,"TL","Spanish",0,3.04452243772342,"All",1.38629436111989
"179","13/09/2006",7.25,2.5,9,2006,135253,1,"J",26.17,0.64,801,65,"TL","Spanish",0,4.18965474202643,"All",1.25276296849537
"180","13/09/2006",16.75,1.5,9,2006,131254,1,"J",26.359999,0.64,355,6,"TL","Spanish",0,1.94591014905531,"All",0.916290731874155
"181","14/09/2006",6.88,1.75,9,2006,135255,1,"J",26.02,0.53,28,20,"TL","Spanish",0,3.04452243772342,"All",1.01160091167848
"182","14/09/2006",11.5,1,9,2006,125260,1,"J",26.515,0.53,77,10,"TL","Spanish",0,2.39789527279837,"All",0.693147180559945
"183","14/09/2006",17.5,3,9,2006,125260,1,"J",26.515,0.53,77,70,"TL","Spanish",0,4.26267987704132,"All",1.38629436111989
"184","15/09/2006",7,2,9,2006,135253,1,"J",25.9549995,0.43,801,99,"TL","Spanish",0,4.60517018598809,"All",1.09861228866811
"185","15/09/2006",11.75,1.5,9,2006,140252,1,"J",26.3049995,0.43,277,86,"TL","Spanish",0,4.46590811865458,"All",0.916290731874155
"186","15/09/2006",18,2,9,2006,140251,1,"J",26.3049995,0.43,752,42,"TL","Spanish",3,3.76120011569356,"All",1.09861228866811
"187","16/09/2006",8.25,2.5,9,2006,140251,1,"J",26.4349995,0.33,752,100,"TL","Spanish",0,4.61512051684126,"All",1.25276296849537
"188","16/09/2006",13.75,1.5,9,2006,140251,1,"J",26.4349995,0.33,752,36,"TL","Spanish",0,3.61091791264422,"All",0.916290731874155
"189","16/09/2006",18,2,9,2006,140251,1,"J",26.315,0.33,752,33,"TL","Spanish",0,3.52636052461616,"All",1.09861228866811
"190","17/09/2006",7.75,1.5,9,2006,141250,1,"J",26.404999,0.24,682,36,"TL","Spanish",0,3.61091791264422,"All",0.916290731874155
"191","17/09/2006",9.25,0.5,9,2006,141250,1,"J",26.3699995,0.24,682,8,"TL","Spanish",0,2.19722457733622,"All",0.405465108108164
